name;original_price;new_price;link;desc;category;img_uris;attributes;deal;discount;advises;weight
"DROPS Sky (01) biały";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-01-bialy/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_01-3.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'biały, écru'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (01) biały";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-01-bialy/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_01-3.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'biały, écru'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (04) mix stalowy szary";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-04-mix-stalowy-szary/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_04-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'szary'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (04) mix stalowy szary";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-04-mix-stalowy-szary/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_04-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'szary'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (05) mix czarny";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-05-mix-czarny/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_05-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'czarny'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (05) mix czarny";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-05-mix-czarny/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_05-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'czarny'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (06) mix morski";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-06-mix-morski/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_06-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'zielony'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (06) mix morski";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-06-mix-morski/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_06-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'zielony'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (07) mix jasny morski";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-07-mix-jasny-morski/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_07-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'zielony'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (07) mix jasny morski";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-07-mix-jasny-morski/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_07-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'zielony'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (09) mix cranberry";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-09-mix-cranberry/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_09-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'czerwony'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (09) mix cranberry";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-09-mix-cranberry/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_09-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'czerwony'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (10) mix sorbet wiśniowy";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-10-mix-sorbet-wisniowy/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_10-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'fioletowy, różowy'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (10) mix sorbet wiśniowy";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-10-mix-sorbet-wisniowy/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_10-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'fioletowy, różowy'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (11) mix orzechowy";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-11-mix-orzechowy/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_11-1.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'brązowy'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (11) mix orzechowy";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-11-mix-orzechowy/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_11-1.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'brązowy'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
"DROPS Sky (12) mix dżins";"None";"25,40zł";"https://www.sklep-ik.pl/produkt/drops-sky-12-mix-dzins/";"Skład: 74% alpaka, 18% poliamid, 8% wełna z merynosa
Waga motka: 50 g
Długość: 100 g = ok. 380 m (motek 50g = 190 m)
Zalecany przez producenta rozmiar drutów/szydełka: 4.00 mm
Próbka wg producenta: 10 x 10 cm = 21 o. x 28 rz.

Pranie ręczne, max. 30°C / suszyć rozłożone na płasko / nadaje się do filcowania.";"SKY";"['https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_12-2.jpg', 'https://www.sklep-ik.pl/wp-content/uploads/2018/04/DROPS_SKY_NOWOSC-1.jpg']";"[('Długość w 100 g', '380 m'), ('Przeznaczenie', 'czapka, kocyk, rękawiczki, skarpetki, spódnica, sweter, szalik, ubranka dziecięce'), ('Skład', 'alpaca, poliamid, wełna'), ('Kolor', 'niebieski'), ('Grubość', '200m – 499m'), ('Właściwości', 'miła w dotyku, dobrze się blokuje'), ('Producent', 'Drops')]";"";"-10%";"['https://www.sklep-ik.pl/wp-content/uploads/2014/08/pranie-reczne-max-30-st.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/czyszczenie-chemiczne.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wybielac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-wirowac.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/suszyc-rozlozone-na-plasko.png', 'https://www.sklep-ik.pl/wp-content/uploads/2014/08/nie-prasowac.png']";"50g"
